"site","school","id","wave","male","math","sci"
2,219,3737,1,1,84.47,67.45
2,219,4038,1,0,72.96,74.63
2,219,4038,2,0,75.69,77.04
2,219,4038,3,0,77.78,82.6
2,219,4038,4,0,77.51,79
2,219,4335,4,1,79.4,75.55
2,219,4335,1,1,62.91,67.95
2,219,4335,2,1,66.77,78.7
2,219,4335,3,1,71.06,NA
2,219,4680,1,0,NA,57.62
2,219,4680,2,0,59.06,67.5
2,219,4680,3,0,67.42,66.09
2,219,4680,4,0,66.25,74.14
2,219,4898,1,1,93.36,82.25
2,219,4898,2,1,93.04,87.03
2,219,4898,3,1,94.62,88.05
2,219,4898,4,1,97.67,89.74
2,219,5070,1,1,69.23,67.67
2,219,5070,2,1,73.5,67.91
2,219,5070,3,1,83.67,76.23
2,219,5070,4,1,82.37,74.52
2,219,5108,1,1,64.94,60.65
2,219,5108,2,1,73.75,66.06
2,219,5108,3,1,81.13,71.7
2,219,5108,4,1,82.93,67.38
2,219,5116,1,1,56.64,55.25
2,219,5116,2,1,70.75,64.31
2,219,5116,3,1,72.33,70.24
2,219,5116,4,1,75.18,76.03
2,219,5311,1,0,49.52,49.78
2,219,5311,2,0,60.37,49.5
2,219,5311,3,0,NA,NA
2,219,5311,4,0,NA,NA
2,219,5376,1,0,40.08,45.67
2,219,5376,2,0,45.75,53.23
2,219,5376,3,0,39.63,54.87
2,219,5376,4,0,45.16,NA
2,219,5586,1,1,60.05,62.08
2,219,5586,2,1,69.74,65.55
2,219,5586,3,1,NA,68.26
2,219,5586,4,1,66.21,70.41
2,219,5675,3,1,NA,NA
2,219,5675,4,1,NA,NA
2,219,5675,1,1,60.53,66.77
2,219,5675,2,1,71.6,72.42
2,219,5825,1,1,79.48,80.89
2,219,5825,2,1,89.66,84.35
2,219,5825,3,1,86.74,86.12
2,219,5825,4,1,89.7,85.29
2,219,5990,1,1,64.38,63.69
2,219,5990,2,1,68.91,65.68
2,219,5990,3,1,75.57,69.68
2,219,5990,4,1,83.89,71.19
2,219,6105,1,1,63.43,65.07
2,219,6105,2,1,70.78,68.37
2,219,6105,3,1,73.66,68.92
2,219,6105,4,1,73.76,72.5
2,219,6172,1,1,76.28,73.47
2,219,6172,2,1,80.95,69.9
2,219,6172,3,1,85.47,77.74
2,219,6172,4,1,90.74,77.17
2,219,6234,1,0,68.6,66.28
2,219,6234,2,0,70.82,72.4
2,219,6234,3,0,75.13,70.5
2,219,6234,4,0,70.84,65.64
2,219,6608,1,1,68.92,61.23
2,219,6608,2,1,72.18,64.85
2,219,6608,3,1,76.25,72.29
2,219,6608,4,1,77.46,74.24
2,219,6819,1,1,64.48,65.96
2,219,6819,2,1,63.35,69.94
2,219,6819,3,1,73.08,72.79
2,219,6819,4,1,80.03,67.75
2,219,6880,4,0,NA,NA
2,219,6880,1,0,54.19,62.31
2,219,6880,2,0,50.35,62.64
2,219,6880,3,0,NA,NA
4,220,1104,1,0,68.58,64.95
4,220,1104,2,0,72.89,71.55
4,220,1104,3,0,82.84,73.24
4,220,1104,4,0,84.38,75.57
4,220,1229,1,0,71.84,NA
4,220,1229,2,0,67.58,54.31
4,220,1229,3,0,65.84,55.97
4,220,1229,4,0,67.42,57.11
4,220,1808,4,1,NA,NA
4,220,1808,1,1,NA,54.92
4,220,1808,2,1,45.88,NA
4,220,1808,3,1,NA,NA
4,220,1967,3,1,81.69,77.44
4,220,1967,4,1,85.81,77.03
4,220,1967,1,1,82.33,57.79
4,220,1967,2,1,83.75,70.94
4,220,2233,1,1,73.92,NA
4,220,2233,2,1,78.16,67.98
4,220,2233,3,1,78.11,74.8
4,220,2233,4,1,NA,NA
4,220,2254,1,1,45.95,53.77
4,220,2254,2,1,49.14,NA
4,220,2254,3,1,52.15,NA
4,220,2254,4,1,NA,NA
4,220,2281,1,1,45.32,NA
4,220,2281,2,1,46.04,49.42
4,220,2281,3,1,53.22,NA
4,220,2281,4,1,NA,NA
4,220,2514,1,1,59.01,51.39
4,220,2514,2,1,62.26,52.17
4,220,2514,3,1,63.05,60.62
4,220,2514,4,1,NA,NA
4,220,2525,1,0,71.8,67.42
4,220,2525,2,0,75.56,72.63
4,220,2525,3,0,75.44,74.67
4,220,2525,4,0,79.3,74.3
4,220,2680,1,0,64.57,NA
4,220,2680,2,0,68.14,67.6
4,220,2680,3,0,70.06,64.35
4,220,2680,4,0,72.7,NA
4,220,2722,1,0,NA,40.78
4,220,2722,2,0,54.66,38.49
4,220,2722,3,0,55.61,54.19
4,220,2722,4,0,43.84,NA
4,220,3305,1,1,42.57,41.56
4,220,3305,2,1,52.49,NA
4,220,3305,3,1,NA,46.96
4,220,3305,4,1,NA,NA
4,220,3314,4,1,NA,NA
4,220,3314,1,1,52.5,63.25
4,220,3314,2,1,57.17,62.64
4,220,3314,3,1,NA,62.24
4,220,3592,1,1,78.11,72.54
4,220,3592,2,1,87.3,76.48
4,220,3592,3,1,84.04,80.85
4,220,3592,4,1,92.29,84.92
4,220,3632,1,0,47.54,45.92
4,220,3632,2,0,55.37,55.18
4,220,3632,3,0,61.91,53.49
4,220,3632,4,0,63.55,59.43
4,220,3652,1,0,56.37,41.26
4,220,3652,2,0,64.34,37.55
4,220,3652,3,0,59.4,45.83
4,220,3652,4,0,NA,NA
4,220,3794,1,0,71.08,68.29
4,220,3794,2,0,79.84,71.78
4,220,3794,3,0,77.68,72.29
4,220,3794,4,0,NA,NA
4,220,4410,1,0,49.66,NA
4,220,4410,2,0,51.24,60.78
4,220,4410,3,0,64.78,NA
4,220,4410,4,0,73.44,NA
4,220,4447,1,0,73.15,NA
4,220,4447,2,0,70.41,60.84
4,220,4447,3,0,NA,58.12
4,220,4447,4,0,NA,NA
4,220,4850,1,1,54.91,53.35
4,220,4850,3,1,65.32,58.88
4,220,4850,4,1,NA,56.1
4,220,4850,2,1,58.45,66.97
4,220,4873,1,0,69.98,60.23
4,220,4873,3,0,72.17,73.72
4,220,4873,4,0,71.8,NA
4,220,4873,2,0,77.06,69.49
4,220,5075,1,1,51.68,35.04
4,220,5075,2,1,49.17,37.84
4,220,5075,3,1,46.04,44.02
4,220,5075,4,1,39.55,35.78
4,220,5170,1,0,72.33,NA
4,220,5170,2,0,78.27,67.31
4,220,5170,3,0,79.57,75.89
4,220,5170,4,0,78.44,76.95
4,220,5602,1,0,70.41,NA
4,220,5602,2,0,71.03,62.09
4,220,5602,3,0,66.59,65.2
4,220,5602,4,0,73.24,67.51
4,220,5955,1,0,73.28,NA
4,220,5955,2,0,74.84,65.16
4,220,5955,3,0,82.68,70.67
4,220,5955,4,0,79.38,68.43
4,220,6142,2,0,64.51,58.6
4,220,6142,3,0,66.12,60.82
4,220,6142,4,0,NA,NA
4,220,6142,1,0,57.79,55.24
4,220,6294,1,1,53.54,46.06
4,220,6294,2,1,47.84,NA
4,220,6294,3,1,37,40.6
4,220,6294,4,1,42.07,40.51
4,220,6639,3,1,51.2,43.5
4,220,6639,1,1,NA,NA
4,220,6639,2,1,41.5,35.53
4,220,6639,4,1,NA,NA
4,220,6812,1,0,36.56,47.23
4,220,6812,2,0,43.15,41.44
4,220,6812,3,0,57.15,38.28
4,220,6812,4,0,NA,NA
4,220,6919,1,0,57.36,46.56
4,220,6919,2,0,60.42,50.1
4,220,6919,4,0,NA,NA
4,220,6919,3,0,NA,51.05
4,220,6930,3,0,77.05,69.01
4,220,6930,4,0,81,70.69
4,220,6930,1,0,67.01,67.75
4,220,6930,2,0,71.19,67.21
3,223,1410,1,1,62.64,66.64
3,223,1410,2,1,64.97,65.08
3,223,1410,3,1,NA,NA
3,223,1410,4,1,NA,NA
3,223,1473,1,0,68.69,65.83
3,223,1473,2,0,76.12,65.32
3,223,1473,3,0,NA,NA
3,223,1473,4,0,NA,NA
3,223,1905,1,0,68.05,72.89
3,223,1905,2,0,80,75.16
3,223,1905,3,0,NA,NA
3,223,1905,4,0,NA,NA
3,223,1919,3,1,NA,NA
3,223,1919,4,1,NA,NA
3,223,1919,1,1,64.17,69.56
3,223,1919,2,1,75.64,76.01
3,223,2325,1,0,54.44,53.32
3,223,2325,2,0,NA,62.3
3,223,2325,3,0,NA,NA
3,223,2325,4,0,NA,NA
3,223,2414,1,1,67.39,65.32
3,223,2414,2,1,68.85,73.35
3,223,2414,3,1,NA,NA
3,223,2414,4,1,NA,NA
3,223,2457,1,0,77.68,73.61
3,223,2457,2,0,73.13,67.25
3,223,2457,3,0,NA,NA
3,223,2457,4,0,NA,NA
3,223,2776,1,1,36.44,57.24
3,223,2776,2,1,NA,76.11
3,223,2776,3,1,NA,NA
3,223,2776,4,1,NA,NA
3,223,2858,1,0,55.59,59.96
3,223,2858,2,0,NA,59.36
3,223,2858,3,0,NA,NA
3,223,2858,4,0,NA,NA
3,223,2904,1,0,73.44,72.32
3,223,2904,2,0,78.22,72.73
3,223,2904,3,0,NA,NA
3,223,2904,4,0,NA,NA
3,223,3203,1,1,64.44,70.85
3,223,3203,2,1,73.96,68.24
3,223,3203,3,1,NA,NA
3,223,3203,4,1,NA,NA
3,223,3268,4,0,NA,NA
3,223,3268,2,0,85.43,84.76
3,223,3268,3,0,NA,NA
3,223,3268,1,0,85.2,82.47
3,223,3445,1,1,82.52,82.34
3,223,3445,2,1,87.79,83.76
3,223,3445,3,1,NA,NA
3,223,3445,4,1,NA,NA
3,223,3500,1,1,64.35,50.62
3,223,3500,2,1,NA,52.51
3,223,3500,3,1,NA,NA
3,223,3500,4,1,NA,NA
3,223,4279,1,0,56.22,38.68
3,223,4279,2,0,74.64,60.58
3,223,4279,3,0,NA,NA
3,223,4279,4,0,NA,NA
3,223,4454,1,0,71.66,71.12
3,223,4454,2,0,NA,67.11
3,223,4454,3,0,NA,NA
3,223,4454,4,0,NA,NA
3,223,5161,4,1,NA,NA
3,223,5161,1,1,70.53,70.6
3,223,5161,2,1,73.6,78.51
3,223,5161,3,1,NA,NA
3,223,5964,1,1,62.63,72.08
3,223,5964,2,1,60.39,72.08
3,223,5964,3,1,NA,NA
3,223,5964,4,1,NA,NA
3,223,5986,1,1,75.12,74.49
3,223,5986,2,1,84.17,82.07
3,223,5986,3,1,NA,NA
3,223,5986,4,1,NA,NA
3,223,6044,1,0,65.68,59.72
3,223,6044,2,0,66.46,60.93
3,223,6044,3,0,NA,NA
3,223,6044,4,0,NA,NA
3,223,6083,3,1,NA,NA
3,223,6083,4,1,NA,NA
3,223,6083,1,1,47.14,35.27
3,223,6083,2,1,42.73,33.05
3,223,6374,2,0,61.83,69.7
3,223,6374,3,0,NA,NA
3,223,6374,1,0,62.55,68.05
3,223,6374,4,0,NA,NA
3,223,6422,1,1,52.41,52.39
3,223,6422,2,1,50.95,58.21
3,223,6422,3,1,NA,NA
3,223,6422,4,1,NA,NA
3,223,6474,1,1,58.27,78.09
3,223,6474,2,1,78.78,77.11
3,223,6474,3,1,NA,NA
3,223,6474,4,1,NA,NA
3,223,6685,2,1,40.25,35.4
3,223,6685,3,1,NA,NA
3,223,6685,4,1,NA,NA
3,223,6685,1,1,42.12,41.25
1,224,1487,1,0,64.6,67.42
1,224,1487,2,0,64.69,65.74
1,224,1487,3,0,65.17,67.11
1,224,1487,4,0,64.97,64.16
1,224,1576,1,0,51.36,55.54
1,224,1576,2,0,60.06,NA
1,224,1576,3,0,51.85,52.91
1,224,1576,4,0,35.71,NA
1,224,1634,1,0,44.59,60.42
1,224,1634,2,0,54.83,55.4
1,224,1634,3,0,51.1,63.06
1,224,1634,4,0,NA,NA
1,224,1828,1,0,63.4,66.29
1,224,1828,2,0,64.2,60.3
1,224,1828,3,0,66.51,67.72
1,224,1828,4,0,64.68,61.75
1,224,1890,1,1,37.79,44.1
1,224,1890,2,1,31.9,42.4
1,224,1890,3,1,NA,NA
1,224,1890,4,1,NA,NA
1,224,2194,1,0,57.42,60.17
1,224,2194,2,0,60.49,62.9
1,224,2194,3,0,61.13,67.45
1,224,2194,4,0,56.92,65.57
1,224,2488,1,1,52.18,61.95
1,224,2488,2,1,67.72,68.36
1,224,2488,3,1,64.41,69.12
1,224,2488,4,1,59.55,NA
1,224,2583,1,1,67.34,61.85
1,224,2583,2,1,69.08,61.38
1,224,2583,3,1,68.13,68.36
1,224,2583,4,1,NA,64.97
1,224,2590,4,1,46.05,45.47
1,224,2590,1,1,45.41,49.11
1,224,2590,2,1,51.61,59.64
1,224,2590,3,1,NA,52.78
1,224,2867,1,1,63.47,59.21
1,224,2867,2,1,63.59,NA
1,224,2867,3,1,NA,NA
1,224,2867,4,1,NA,61.98
1,224,2870,1,1,50.55,51.07
1,224,2870,2,1,54.11,48.45
1,224,2870,3,1,55.81,46.37
1,224,2870,4,1,NA,NA
1,224,2956,1,1,66.48,66.25
1,224,2956,2,1,64.38,66.49
1,224,2956,3,1,63.2,70.4
1,224,2956,4,1,NA,NA
1,224,3174,1,1,41.7,53.98
1,224,3174,2,1,51.43,54.71
1,224,3174,3,1,NA,55.43
1,224,3174,4,1,NA,NA
1,224,3263,1,1,50.97,66.96
1,224,3263,2,1,58.63,63.23
1,224,3263,3,1,62.18,64.5
1,224,3263,4,1,66.09,61.3
1,224,3311,3,1,65.33,68.9
1,224,3311,4,1,73.84,71.23
1,224,3311,1,1,NA,NA
1,224,3311,2,1,62.29,67.86
1,224,3327,1,1,60.31,61.01
1,224,3327,2,1,73.64,NA
1,224,3327,3,1,72.7,62.33
1,224,3327,4,1,75.31,67.87
1,224,3583,1,0,49.38,44.02
1,224,3583,2,0,63.34,57.88
1,224,3583,3,0,70.43,60.15
1,224,3583,4,0,70.33,62.78
1,224,3892,2,1,68.79,76.88
1,224,3892,1,1,NA,NA
1,224,3892,3,1,NA,NA
1,224,3892,4,1,63.4,80.1
1,224,3898,1,0,45.34,38.17
1,224,3898,2,0,53.35,46.82
1,224,3898,3,0,51.65,44.76
1,224,3898,4,0,47.67,48.3
1,224,3929,1,1,36.55,32.43
1,224,3929,2,1,34.05,46.09
1,224,3929,3,1,38.08,NA
1,224,3929,4,1,NA,43.63
1,224,4104,1,1,65.48,59.14
1,224,4104,2,1,68.62,59.98
1,224,4104,3,1,76,70.1
1,224,4104,4,1,77.66,73.35
1,224,4181,1,1,75.33,77.37
1,224,4181,2,1,77.1,78.46
1,224,4181,3,1,85.31,82.77
1,224,4181,4,1,87.29,84.11
1,224,4254,4,0,NA,43.63
1,224,4254,1,0,37.95,43.88
1,224,4254,2,0,44.3,40.07
1,224,4254,3,0,46.36,45.82
1,224,4703,1,1,52.21,60.14
1,224,4703,2,1,55.29,NA
1,224,4703,3,1,NA,60.77
1,224,4703,4,1,57.52,59.84
1,224,4922,2,0,65.28,57.58
1,224,4922,3,0,62.43,66.4
1,224,4922,4,0,NA,NA
1,224,4922,1,0,54.52,56.89
1,224,5036,1,0,35.41,47.21
1,224,5036,2,0,NA,NA
1,224,5036,3,0,36.38,48.8
1,224,5036,4,0,33.32,NA
1,224,5252,3,1,81,86.23
1,224,5252,4,1,69.9,84.4
1,224,5252,1,1,66.51,72.94
1,224,5252,2,1,76.02,79.16
1,224,5394,1,1,68.66,71.06
1,224,5394,2,1,68.41,NA
1,224,5394,3,1,65.13,68.28
1,224,5394,4,1,NA,NA
1,224,5630,1,0,70.64,69.97
1,224,5630,2,0,72.59,71.41
1,224,5630,3,0,78.43,68.97
1,224,5630,4,0,78.62,70.32
1,224,5716,1,0,51.04,63.21
1,224,5716,2,0,50.95,63.72
1,224,5716,3,0,NA,NA
1,224,5716,4,0,NA,NA
1,224,6047,1,0,48.7,50.13
1,224,6047,2,0,56.63,NA
1,224,6047,3,0,49.95,40.08
1,224,6047,4,0,43.89,42.41
1,224,6346,4,1,NA,74.14
1,224,6346,1,1,65.85,69.48
1,224,6346,2,1,59.03,NA
1,224,6346,3,1,66.5,71.16
1,224,6526,1,1,66,70.35
1,224,6526,2,1,NA,NA
1,224,6526,3,1,NA,66.2
1,224,6526,4,1,NA,55.8
1,224,6824,1,1,NA,60.2
1,224,6824,2,1,NA,NA
1,224,6824,3,1,NA,NA
1,224,6824,4,1,NA,58.52
1,224,6867,1,1,65.62,62.81
1,224,6867,2,1,65.87,64.28
1,224,6867,3,1,70.36,67.85
1,224,6867,4,1,60.07,65.07
5,226,1512,1,1,80.46,75.14
5,226,1512,2,1,85.04,76.47
5,226,1512,3,1,83.02,84
5,226,1512,4,1,NA,82.3
5,226,1527,1,1,66.39,67.59
5,226,1527,2,1,73.42,NA
5,226,1527,3,1,63.96,NA
5,226,1527,4,1,NA,64.43
5,226,2125,1,0,NA,NA
5,226,2125,2,0,41.69,38.95
5,226,2125,3,0,56.4,66.59
5,226,2125,4,0,52.28,NA
5,226,2386,1,0,61.28,61.31
5,226,2386,2,0,64.59,60.49
5,226,2386,3,0,70.87,67.27
5,226,2386,4,0,68.86,NA
5,226,2643,1,0,65.02,71.32
5,226,2643,2,0,60.61,NA
5,226,2643,3,0,62.9,65.94
5,226,2643,4,0,NA,NA
5,226,2710,3,1,NA,NA
5,226,2710,4,1,NA,NA
5,226,2710,1,1,NA,54.7
5,226,2710,2,1,NA,49.53
5,226,3454,1,1,74.87,60.41
5,226,3454,2,1,NA,NA
5,226,3454,3,1,NA,NA
5,226,3454,4,1,NA,NA
5,226,3805,1,1,NA,61.65
5,226,3805,2,1,NA,61.56
5,226,3805,4,1,NA,NA
5,226,3805,3,1,NA,68.01
5,226,4127,1,1,NA,NA
5,226,4127,3,1,NA,43.32
5,226,4127,4,1,NA,NA
5,226,4127,2,1,37.94,35.28
5,226,4266,1,0,93.92,71.88
5,226,4266,2,0,95.26,81.88
5,226,4266,3,0,97.39,86.48
5,226,4266,4,0,NA,NA
5,226,4457,3,0,NA,NA
5,226,4457,4,0,NA,NA
5,226,4457,1,0,64.23,NA
5,226,4457,2,0,NA,58.84
5,226,5236,1,1,NA,NA
5,226,5236,2,1,NA,43.69
5,226,5236,3,1,NA,NA
5,226,5236,4,1,NA,36.14
5,226,5301,1,1,60.53,66.8
5,226,5301,3,1,NA,65.82
5,226,5301,4,1,NA,NA
5,226,5301,2,1,63.22,63.32
5,226,5370,2,1,77.93,77.87
5,226,5370,1,1,71.12,75.71
5,226,5370,3,1,80.32,81.74
5,226,5370,4,1,89.76,85.25
5,226,5545,1,0,72.54,69.6
5,226,5545,2,0,72.67,63.21
5,226,5545,3,0,75.96,64.19
5,226,5545,4,0,NA,NA
5,226,5636,1,1,NA,NA
5,226,5636,2,1,NA,61.66
5,226,5636,3,1,67.55,76.6
5,226,5636,4,1,NA,NA
5,226,6030,1,1,70.86,56
5,226,6030,2,1,76.09,55.81
5,226,6030,4,1,NA,NA
5,226,6030,3,1,NA,NA
5,226,6051,1,0,82.58,72.85
5,226,6051,2,0,87.58,84.65
5,226,6051,3,0,NA,86.75
5,226,6051,4,0,NA,79.29
5,226,6586,1,0,40.21,43.65
5,226,6586,2,0,48.21,43
5,226,6586,3,0,NA,42.43
5,226,6586,4,0,NA,NA
5,226,6627,1,0,49.99,52.58
5,226,6627,2,0,NA,45.71
5,226,6627,3,0,NA,42.59
5,226,6627,4,0,NA,NA
5,226,6722,1,0,77.36,57.73
5,226,6722,2,0,82.91,63.68
5,226,6722,3,0,81.35,59.68
5,226,6722,4,0,NA,NA
5,226,6763,4,1,NA,NA
5,226,6763,3,1,NA,NA
5,226,6763,2,1,NA,69.3
5,226,6763,1,1,83.58,61.59
4,227,1134,3,1,79.19,72.14
4,227,1134,4,1,NA,NA
4,227,1134,2,1,69.29,71.14
4,227,1134,1,1,68.62,65.24
4,227,1618,2,0,68.33,67.88
4,227,1618,3,0,70.12,NA
4,227,1618,1,0,67.4,63.46
4,227,1618,4,0,NA,64.18
4,227,1874,1,0,84.94,75.58
4,227,1874,2,0,95.26,81.23
4,227,1874,3,0,NA,81.99
4,227,1874,4,0,NA,NA
4,227,2405,3,1,77.21,71.42
4,227,2405,4,1,NA,70.89
4,227,2405,2,1,75.46,72.52
4,227,2405,1,1,66.77,65.42
4,227,2510,2,0,72.95,72.21
4,227,2510,3,0,NA,NA
4,227,2510,4,0,NA,NA
4,227,2510,1,0,71.43,69.1
4,227,2622,1,0,69.42,60.53
4,227,2622,2,0,67.46,66.74
4,227,2622,3,0,NA,NA
4,227,2622,4,0,NA,NA
4,227,3085,1,0,67.1,57.59
4,227,3085,2,0,70.47,51.17
4,227,3085,3,0,70.47,55.48
4,227,3085,4,0,NA,NA
4,227,3169,1,0,62.28,60.61
4,227,3169,2,0,68.01,65
4,227,3169,3,0,76.09,68.83
4,227,3169,4,0,79.68,70.73
4,227,3206,1,0,74.87,76.24
4,227,3206,2,0,79.18,75.46
4,227,3206,3,0,87.65,76.41
4,227,3206,4,0,NA,NA
4,227,3487,1,0,58.04,40.25
4,227,3487,2,0,59.01,43.61
4,227,3487,3,0,56.56,36.75
4,227,3487,4,0,NA,NA
4,227,3752,1,1,74.72,73.89
4,227,3752,2,1,77.45,76.96
4,227,3752,3,1,82.22,82.29
4,227,3752,4,1,73.1,80
4,227,3847,1,1,61.11,49.32
4,227,3847,2,1,64.41,53.32
4,227,3847,3,1,72.31,61.8
4,227,3847,4,1,NA,NA
4,227,4071,1,0,78.45,70.87
4,227,4071,2,0,84.89,69.69
4,227,4071,3,0,82.13,71.04
4,227,4071,4,0,NA,NA
4,227,4148,1,1,88.48,66.68
4,227,4148,3,1,97.39,76.67
4,227,4148,4,1,NA,NA
4,227,4148,2,1,95.26,78.86
4,227,4318,1,0,70.04,66.45
4,227,4318,2,0,76.02,67.59
4,227,4318,3,0,83.41,67.61
4,227,4318,4,0,74.83,NA
4,227,4356,1,0,53.38,NA
4,227,4356,2,0,67.58,54.26
4,227,4356,3,0,67.8,63.06
4,227,4356,4,0,70.03,60.83
4,227,4640,1,1,59.49,57.37
4,227,4640,2,1,69.09,63.09
4,227,4640,3,1,74.9,NA
4,227,4640,4,1,70.34,64.92
4,227,4661,1,1,53.41,63.07
4,227,4661,2,1,53.96,67.87
4,227,4661,3,1,64.49,67.51
4,227,4661,4,1,64.29,NA
4,227,4933,1,0,62.07,60.29
4,227,4933,2,0,64.78,64.84
4,227,4933,3,0,64.59,62.34
4,227,4933,4,0,67.51,57.85
4,227,5151,4,1,69.46,64.02
4,227,5151,1,1,62.01,58.23
4,227,5151,2,1,70.23,60.6
4,227,5151,3,1,70.98,66.04
4,227,5519,1,1,45.93,51.92
4,227,5519,2,1,NA,NA
4,227,5519,3,1,57.93,NA
4,227,5519,4,1,NA,NA
4,227,5668,1,1,80.61,73.32
4,227,5668,2,1,87.07,78.02
4,227,5668,3,1,90.9,81.46
4,227,5668,4,1,NA,NA
4,227,5806,1,1,56.57,54.44
4,227,5806,2,1,66.5,58.15
4,227,5806,3,1,66.47,60.29
4,227,5806,4,1,67.04,65.51
4,227,6092,1,1,41.64,39.65
4,227,6092,2,1,36.98,47.43
4,227,6092,3,1,38.68,NA
4,227,6092,4,1,50.62,56.64
4,227,6442,1,0,53.89,61.44
4,227,6442,4,0,NA,NA
4,227,6442,2,0,58.39,57.48
4,227,6442,3,0,65.26,62.24
4,227,6510,1,1,50.46,55.45
4,227,6510,2,1,53.52,NA
4,227,6510,3,1,56.98,49.88
4,227,6510,4,1,57.66,56.3
4,227,6655,1,0,73.09,61.99
4,227,6655,3,0,NA,NA
4,227,6655,2,0,72.6,54.19
4,227,6655,4,0,NA,NA
2,229,1190,1,1,81.51,76.64
2,229,1190,2,1,90.01,77.19
2,229,1190,3,1,94.31,82.85
2,229,1190,4,1,96.39,88.12
2,229,1612,2,1,NA,NA
2,229,1612,3,1,NA,NA
2,229,1612,4,1,NA,NA
2,229,1612,1,1,53.17,58.76
2,229,1988,3,1,80.95,70.36
2,229,1988,4,1,NA,NA
2,229,1988,1,1,55.01,62.23
2,229,1988,2,1,70.13,68.15
2,229,2243,1,1,76.41,76.22
2,229,2243,2,1,81.29,82.09
2,229,2243,3,1,82.35,82.55
2,229,2243,4,1,88.15,84
2,229,2329,1,0,48.19,54.63
2,229,2329,2,0,58.35,61.16
2,229,2329,3,0,67.76,59.83
2,229,2329,4,0,74.88,63.74
2,229,2750,1,1,60.26,60.93
2,229,2750,2,1,72.86,63.77
2,229,2750,3,1,77.76,64.74
2,229,2750,4,1,81.36,66.43
2,229,2810,1,1,63.13,68.27
2,229,2810,2,1,68.19,65.14
2,229,2810,3,1,75.41,69
2,229,2810,4,1,77.97,66.94
2,229,2878,2,1,65.42,68.06
2,229,2878,3,1,79.69,68.49
2,229,2878,1,1,53.41,61.61
2,229,2878,4,1,NA,NA
2,229,2918,1,1,78.34,74.7
2,229,2918,2,1,84.23,84.15
2,229,2918,3,1,89.21,85.37
2,229,2918,4,1,95.57,87.36
2,229,2953,1,1,80.21,77.6
2,229,2953,3,1,84.87,84.54
2,229,2953,4,1,NA,81.26
2,229,2953,2,1,84.44,86.33
2,229,3090,1,0,61.12,53
2,229,3090,2,0,56.13,46.58
2,229,3090,3,0,63.17,44.4
2,229,3090,4,0,59.07,NA
2,229,3135,1,0,66.12,70.26
2,229,3135,2,0,67.84,65.9
2,229,3135,3,0,69.42,61.09
2,229,3135,4,0,NA,64.25
2,229,3433,1,0,57.5,55.97
2,229,3433,2,0,62.26,65.42
2,229,3433,3,0,62.43,NA
2,229,3433,4,0,65.14,61.53
2,229,3494,1,0,74.41,65.79
2,229,3494,2,0,80.83,77.38
2,229,3494,3,0,94.78,82.85
2,229,3494,4,0,93.95,86.06
2,229,3497,4,1,NA,53.78
2,229,3497,2,1,59.23,59.4
2,229,3497,3,1,NA,NA
2,229,3497,1,1,54.17,54.7
2,229,3559,1,0,NA,55.4
2,229,3559,2,0,35.96,NA
2,229,3559,3,0,NA,57.56
2,229,3559,4,0,42.21,NA
2,229,4029,1,1,84.3,80.92
2,229,4029,2,1,90.19,79.54
2,229,4029,3,1,94.31,81.96
2,229,4029,4,1,99.3,86.54
2,229,4063,1,0,85.39,62.99
2,229,4063,2,0,81.74,62.02
2,229,4063,3,0,93.11,64.3
2,229,4063,4,0,87.44,66.85
2,229,4094,1,0,80.22,70.5
2,229,4094,2,0,74.68,72.16
2,229,4094,3,0,93.44,82.85
2,229,4094,4,0,92.45,84
2,229,4397,1,1,68.92,78.74
2,229,4397,2,1,76.25,81.94
2,229,4397,3,1,83.36,79.26
2,229,4397,4,1,92.95,NA
2,229,4507,1,1,67.17,72.69
2,229,4507,2,1,69.16,77.28
2,229,4507,3,1,NA,NA
2,229,4507,4,1,NA,NA
2,229,5038,1,0,56.45,64.48
2,229,5038,2,0,63.7,61.4
2,229,5038,3,0,65.7,66.64
2,229,5038,4,0,66.03,70.29
2,229,5218,1,0,54.65,63.31
2,229,5218,2,0,65.36,68.17
2,229,5218,3,0,NA,NA
2,229,5218,4,0,57.35,44.66
2,229,5237,1,1,44.79,53.67
2,229,5237,2,1,55.69,64.59
2,229,5237,3,1,52.33,59.91
2,229,5237,4,1,NA,51.42
2,229,5450,1,0,81.75,76.7
2,229,5450,2,0,80.88,80.3
2,229,5450,3,0,86.4,78.46
2,229,5450,4,0,94.55,86.68
2,229,5574,1,1,40.28,53.66
2,229,5574,2,1,36.94,53.9
2,229,5574,3,1,39.52,NA
2,229,5574,4,1,NA,NA
2,229,5785,1,0,79.12,70.89
2,229,5785,2,0,72.76,70.29
2,229,5785,3,0,82.61,80.9
2,229,5785,4,0,94.55,84
2,229,6006,1,0,66.62,46.58
2,229,6006,2,0,64.53,50.6
2,229,6006,3,0,NA,43.58
2,229,6006,4,0,NA,39.14
2,229,6184,1,0,53.32,53.72
2,229,6184,2,0,52.42,NA
2,229,6184,3,0,62.65,58.97
2,229,6184,4,0,NA,NA
2,229,6577,1,1,75.27,68.42
2,229,6577,2,1,78.98,76.1
2,229,6577,3,1,86.73,82.55
2,229,6577,4,1,91.04,86.04
2,232,1257,1,1,NA,NA
